DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
111913834,6/12/2011 0:00,6/12/2011 0:00,15,19,Mission,1971,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1270,29,M,H,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,9000    ORION                        AV,,34.2338,-118.472
111009685,4/30/2011 0:00,4/29/2011 0:00,2250,10,West Valley,1029,1,110,CRIMINAL HOMICIDE,1100 1402 1407 0302 0344 0371 0400 1300 1309 0312,17,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,210,998,,HART                         ST,HASKELL                      AV,34.1976,-118.4749
111225774,11/1/2011 0:00,11/1/2011 0:00,540,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100,27,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,MANCHESTER                   BL,GRAMERCY                     PL,33.96,-118.3134
111715573,8/13/2011 0:00,8/13/2011 0:00,1,17,Devonshire,1762,1,110,CRIMINAL HOMICIDE,1501,0,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,20400    LASSEN                       ST,,34.25,-118.577
111311079,4/27/2011 0:00,4/13/2011 0:00,2045,13,Newton,1323,1,110,CRIMINAL HOMICIDE,906,50,M,B,101,STREET,104,SHOTGUN,AA,Adult Arrest,110,230,,,900 E  24TH                         ST,,34.0224,-118.2583
110501856,9/17/2011 0:00,9/17/2011 0:00,1248,5,Harbor,517,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1402,20,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,700 E  L                            ST,,33.7872,-118.2548
111122193,12/12/2011 0:00,12/11/2011 0:00,2100,11,Northeast,1158,1,110,CRIMINAL HOMICIDE,0906 1100 0430,19,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,979,,,3800    GLENALBYN                    DR,,34.0939,-118.2154
111420327,7/8/2011 0:00,7/6/2011 0:00,1555,14,Pacific,1433,1,110,CRIMINAL HOMICIDE,0400 0416 1601,51,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,LINCOLN                      BL,SUPERBA,33.9964,-118.4575
111807657,3/7/2011 0:00,3/6/2011 0:00,2344,18,Southeast,1839,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1300 1407,29,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,2200 E  105TH                        ST,,33.9406,-118.2328
110606338,1/31/2011 0:00,1/31/2011 0:00,2030,6,Hollywood,679,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402,22,M,H,102,SIDEWALK,103,RIFLE,AA,Adult Arrest,110,998,,,SANTA MONICA                 BL,NORMANDIE                    AV,34.0908,-118.3005
110511697,6/1/2011 0:00,5/31/2011 0:00,1025,5,Harbor,585,1,110,CRIMINAL HOMICIDE,0112 0358 0363 0410 0430 0437 1813,28,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,,,,2600 S  ALMA                         ST,,33.7207,-118.299
110219320,10/27/2011 0:00,10/26/2011 0:00,1900,2,Rampart,245,1,110,CRIMINAL HOMICIDE,0305 0342 0430 1100,28,M,H,109,PARK/PLAYGROUND,102,HAND GUN,AA,Adult Arrest,110,,,,WILSHIRE,PARK VIEW,34.0597,-118.2795
110305002,1/16/2011 0:00,1/16/2011 0:00,1335,3,Southwest,397,1,110,CRIMINAL HOMICIDE,0913 1414,72,F,B,501,SINGLE FAMILY DWELLING,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110,,,,4100 S  BUDLONG                      AV,,34.0091,-118.2959
110400672,3/6/2011 0:00,3/6/2011 0:00,5,4,Hollenbeck,456,1,110,CRIMINAL HOMICIDE,0334 0913,48,F,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,110,,,,2800    FAIRMOUNT                    ST,,34.0497,-118.1985
110816004,9/30/2011 0:00,9/25/2011 0:00,2335,8,West LA,889,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402,34,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,8800 W  18TH                         ST,,34.0455,-118.3821
112014503,7/7/2011 0:00,7/7/2011 0:00,2145,20,Olympic,2091,1,110,CRIMINAL HOMICIDE,0906 1100 1251 0430 1407 1309 1259 1270 1409 0342,16,M,B,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,110,998,,,2000 S  WESTERN                      AV,,34.0385,-118.3135
111227478,11/27/2011 0:00,11/26/2011 0:00,2119,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,0302 0342 1100 1309 0906,16,M,H,121,YARD (RESIDENTIAL/BUSINESS),102,HAND GUN,IC,Invest Cont,110,,,,3400 W  59TH                         PL,,33.9863,-118.3308
111227537,11/28/2011 0:00,11/27/2011 0:00,2040,12,77th Street,1267,1,110,CRIMINAL HOMICIDE,0344 0302 0337 1100 1407,52,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,500 W  84TH                         ST,,33.9622,-118.2827
111223793,10/5/2011 0:00,10/5/2011 0:00,700,12,77th Street,1273,1,110,CRIMINAL HOMICIDE,0408 1822,43,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,8700    LA SALLE                     AV,,33.959,-118.3057
111312814,5/23/2011 0:00,5/23/2011 0:00,2120,13,Newton,1375,1,110,CRIMINAL HOMICIDE,0906 1100 1257 1402 1407,2,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,55TH                         ST,HOOPER                       AV,33.993,-118.2521
110212357,6/15/2011 0:00,6/15/2011 0:00,1511,2,Rampart,216,1,110,CRIMINAL HOMICIDE,0906 1100 1822,25,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,400 N  CORONADO                     ST,,34.0732,-118.2728
111815707,7/26/2011 0:00,7/25/2011 0:00,2350,18,Southeast,1803,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,200 E  87TH                         PL,,33.9581,-118.2717
112022311,12/2/2011 0:00,12/2/2011 0:00,2045,20,Olympic,2055,1,110,CRIMINAL HOMICIDE,0430 1815 0915 1100 1419 1313 0342 0906 1816 1309,25,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,2700 W  11TH                         ST,,34.0509,-118.2963
110313893,6/6/2011 0:00,6/6/2011 0:00,1,3,Southwest,395,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1309 1822,44,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,4200 S  HARVARD                      BL,,34.0073,-118.3067
110210377,5/7/2011 0:00,5/7/2011 0:00,25,2,Rampart,218,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1402,30,M,W,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,W  SUNSET,ECHO PARK,34.0768,-118.2573
110518764,10/17/2011 0:00,10/17/2011 0:00,2045,5,Harbor,529,1,110,CRIMINAL HOMICIDE,0216 0430 1100 1300 1309,42,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,900    LAKME                        AV,,33.7814,-118.2594
110220539,11/18/2011 0:00,11/18/2011 0:00,1957,2,Rampart,216,1,110,CRIMINAL HOMICIDE,0342 0411 0906 1822,22,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,110,,,,CORONADO                     TR,PARK VIEW                    ST,34.0736,-118.2713
110512587,6/18/2011 0:00,6/18/2011 0:00,152,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0302 0334 0432 0430 1100,48,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,,,,900 E  ROBIDOUX                     ST,,33.7883,-118.2515
111820790,10/29/2011 0:00,10/28/2011 0:00,2220,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0400 0411 0416 1402 1814,42,M,H,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,IC,Invest Cont,110,,,,9500    BEACH                        ST,,33.9506,-118.2419
111509623,4/21/2011 0:00,3/30/2011 0:00,1400,15,N Hollywood,1563,1,110,CRIMINAL HOMICIDE,1501,0,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,4500    SIMPSON                      AV,,34.1522,-118.3889
110308346,3/12/2011 0:00,3/12/2011 0:00,1010,3,Southwest,312,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1251 1300 1259 1310 1402 1407,18,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,2900    ALSACE                       AV,,34.0281,-118.357
111229488,12/27/2011 0:00,12/27/2011 0:00,1420,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,1822 1402 0906 1100,28,M,B,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,5500 S  NORMANDIE                    AV,,33.9923,-118.3002
111822189,11/28/2011 0:00,11/28/2011 0:00,1355,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,1402 0430 1100,27,M,W,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,1400 E  92ND                         ST,,33.9533,-118.2437
111813724,6/18/2011 0:00,6/18/2011 0:00,2145,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1251 1259 1309 1402 1407 0309,17,M,H,104,DRIVEWAY,103,RIFLE,IC,Invest Cont,110,,,,10600    GRAPE                        ST,,33.9397,-118.2369
110910198,4/24/2011 0:00,4/24/2011 0:00,2300,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,0430 0906 1100,29,M,B,503,HOTEL,101,REVOLVER,AA,Adult Arrest,110,,,,6500 N  SEPULVEDA                    BL,,34.1885,-118.4662
110325379,11/25/2011 0:00,11/25/2011 0:00,100,3,Southwest,363,1,110,CRIMINAL HOMICIDE,1402 0411 0400 0906,28,M,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,110,998,,,4000    ABOURNE                      RD,,34.0125,-118.3435
110408836,4/27/2011 0:00,4/24/2011 0:00,1030,4,Hollenbeck,453,1,110,CRIMINAL HOMICIDE,1259 1414 1219 1411,17,F,H,110,FREEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,998,,,CESAR E CHAVEZ,GOLDEN STATE                 FY,34.0496,-118.2141
110200724,12/17/2011 0:00,12/17/2011 0:00,18,2,Rampart,248,1,110,CRIMINAL HOMICIDE,1402 1300 0309 0430 1100,41,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,400    WITMER                       ST,,34.0576,-118.2644
111608710,4/11/2011 0:00,4/9/2011 0:00,1530,16,Foothill,1663,1,110,CRIMINAL HOMICIDE,0302 0430 0906 0942 1100 1259 1310 1407 1409 1816,17,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,12700    MUSCATINE                    ST,,34.2411,-118.4099
110913117,6/15/2011 0:00,6/15/2011 0:00,1145,9,Van Nuys,991,1,110,CRIMINAL HOMICIDE,0430 1241 1402,33,F,W,501,SINGLE FAMILY DWELLING,101,REVOLVER,AO,Adult Other,110,998,,,15000    SHERVIEW                     PL,,34.1383,-118.4616
110401083,7/16/2011 0:00,7/16/2011 0:00,2030,4,Hollenbeck,412,1,110,CRIMINAL HOMICIDE,0302 0342 1259 1402 0906 0430 1100 1223 1407 1251,17,M,H,101,STREET,102,HAND GUN,AO,Adult Other,110,998,,,W  AVENUE 30,HUMBOLDT                     ST,34.0813,-118.2165
111212398,4/29/2011 0:00,4/29/2011 0:00,15,12,77th Street,1213,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1309 1310 1407 1822,32,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,57TH                         ST,WILTON,33.991,-118.3149
111822849,12/11/2011 0:00,12/11/2011 0:00,55,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0302 0906 0430 1100 1419 1407,23,F,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,11100 S  MAIN                         ST,,33.9348,-118.2739
110300939,4/10/2011 0:00,4/10/2011 0:00,10,3,Southwest,317,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,25,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,2400    RAYMOND                      AV,,34.0346,-118.2975
110500724,2/5/2011 0:00,2/5/2011 0:00,130,5,Harbor,525,1,110,CRIMINAL HOMICIDE,0411 0906 1402,30,M,H,103,ALLEY,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110,998,,,400 N  AVALON                       BL,,33.7742,-118.262
110408407,4/14/2011 0:00,4/14/2011 0:00,1335,4,Hollenbeck,449,1,110,CRIMINAL HOMICIDE,0302 0430 1100,22,M,H,121,YARD (RESIDENTIAL/BUSINESS),106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,1100 N  EVERGREEN                    AV,,34.052,-118.1958
111906343,1/5/2011 0:00,1/5/2011 0:00,830,19,Mission,1916,1,110,CRIMINAL HOMICIDE,0400 0411 1402,33,M,H,102,SIDEWALK,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,110,998,,,12900    DRONFIELD                    AV,,34.3048,-118.4333
111819806,10/11/2011 0:00,10/11/2011 0:00,850,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,0430 0906 1100,32,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,106TH,WILMINGTON,33.9398,-118.239
111205615,1/24/2011 0:00,1/23/2011 0:00,1000,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,0430 1100 1402 1407,46,M,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,,,,1400 W  53RD                         ST,,33.9942,-118.3002
111813725,6/18/2011 0:00,6/18/2011 0:00,2145,18,Southeast,1838,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1217 1309 0309,19,F,H,104,DRIVEWAY,103,RIFLE,IC,Invest Cont,110,,,,10600    GRAPE                        ST,,33.9397,-118.2369
110206646,2/21/2011 0:00,2/21/2011 0:00,1926,2,Rampart,215,1,110,CRIMINAL HOMICIDE,0302 0342 0430 1100 1309 1407 1402,13,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,998,,,2700 W  TEMPLE                       ST,,34.0729,-118.2757
111820086,10/17/2011 0:00,10/16/2011 0:00,1740,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,1100 0906,29,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110,,,,100 E  CENTURY                      BL,,33.9456,-118.2739
110307844,3/5/2011 0:00,3/4/2011 0:00,1545,3,Southwest,363,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100,28,M,B,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,4100    PALMWOOD                     DR,,34.0137,-118.3435
111115344,7/29/2011 0:00,7/29/2011 0:00,225,11,Northeast,1177,1,110,CRIMINAL HOMICIDE,,65,M,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,,,,2800    JEFFRIES                     AV,,34.0862,-118.2228
111813186,6/9/2011 0:00,6/9/2011 0:00,210,18,Southeast,1891,1,110,CRIMINAL HOMICIDE,0430 1100 1300 1310,55,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,HARBOR                       FY,ARTESIA                      FY,33.8743,-118.2071
110318743,8/15/2011 0:00,8/15/2011 0:00,2248,3,Southwest,331,1,110,CRIMINAL HOMICIDE,0302 0326 0342 0430 0907 0913 1100 1236 1309 1822,44,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,2600 S  LONGWOOD                     AV,,34.0325,-118.3496
110322457,10/14/2011 0:00,10/14/2011 0:00,15,3,Southwest,362,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1402 1407 1822,43,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,110,,,,4000    NICOLET                      AV,,34.0146,-118.3512
111809219,5/25/2011 0:00,5/25/2011 0:00,250,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0416 0411 0417 0429 0906 0913 1309 1402,40,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,,,,9900    BEACH                        ST,,33.9465,-118.2419
111305389,1/22/2011 0:00,1/22/2011 0:00,2050,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0326 0371 0430 0906 1100 1259 1309 1407,17,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,400 E  49TH                         ST,,33.9988,-118.2696
111821427,11/10/2011 0:00,11/10/2011 0:00,1400,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1402 1407,53,M,B,217,AUTO REPAIR SHOP,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,8900 S  MAIN                         ST,,33.9556,-118.2739
111111982,5/28/2011 0:00,5/28/2011 0:00,120,11,Northeast,1162,1,110,CRIMINAL HOMICIDE,0906 1100,28,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,4500    SANTA MONICA                 BL,,34.0909,-118.2867
111823663,12/29/2011 0:00,12/28/2011 0:00,1909,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0342 0302 1402 0906 0371 0430 1100,45,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,GRAND                        AV,108TH                        ST,33.9383,-118.2805
110516955,9/10/2011 0:00,9/10/2011 0:00,1,5,Harbor,514,1,110,CRIMINAL HOMICIDE,0432 0430 0906 0913 1100 1402,25,M,H,104,DRIVEWAY,102,HAND GUN,AO,Adult Other,110,,,,1100 W  R                            ST,,33.7968,-118.2763
111224542,10/16/2011 0:00,10/16/2011 0:00,115,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0400 0416 0430 0906 1100 1300 1402,17,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,6700    11TH                         AV,,33.9782,-118.3294
111811177,5/5/2011 0:00,5/5/2011 0:00,1135,18,Southeast,1841,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402 1822,20,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,110,998,,,11200 S  FIGUEROA                     ST,,33.9329,-118.2826
110508525,3/30/2011 0:00,3/30/2011 0:00,2352,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0309 0430 1100 1309,36,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,1100    BLINN                        AV,,33.7854,-118.245
111320188,9/2/2011 0:00,9/2/2011 0:00,730,13,Newton,1317,1,110,CRIMINAL HOMICIDE,0334 0411 0416 1202 1309 1402,74,M,O,108,PARKING LOT,101,REVOLVER,AA,Adult Arrest,110,998,,,1300 E  18TH                         ST,,34.0252,-118.2499
111607308,5/7/2011 0:00,3/14/2011 0:00,610,16,Foothill,1636,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1407 1402,54,M,W,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,110,998,,,10200    SUNLAND                      BL,,34.2601,-118.3372
111219584,8/4/2011 0:00,8/4/2011 0:00,2230,12,77th Street,1232,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1822,45,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,58TH                         PL,DEANE                        AV,33.9881,-118.3378
111311365,4/30/2011 0:00,4/30/2011 0:00,2245,13,Newton,1371,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1309 1402,47,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,200 W  53RD                         ST,,33.9942,-118.2761
111300585,4/23/2011 0:00,4/23/2011 0:00,915,13,Newton,1313,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1407 1402,66,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,18TH                         ST,ESSEX,34.0253,-118.2498
110311441,4/28/2011 0:00,4/27/2011 0:00,1943,3,Southwest,361,1,110,CRIMINAL HOMICIDE,0411 2000,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,110,,,,4700    TACANA                       ST,,34.0163,-118.3507
111812056,5/21/2011 0:00,5/20/2011 0:00,2255,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0430 0906 1100,23,M,B,102,SIDEWALK,101,REVOLVER,IC,Invest Cont,110,,,,1500 E  114TH                        ST,,33.9311,-118.2479
110306732,2/13/2011 0:00,2/13/2011 0:00,120,3,Southwest,375,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1407 1402,26,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,1800    LEIGHTON                     AV,,34.0128,-118.3132
110311530,4/29/2011 0:00,4/28/2011 0:00,1730,3,Southwest,362,1,110,CRIMINAL HOMICIDE,0302 0334 0342 0430 0906 1100 1309 1313 1822,25,M,B,101,STREET,101,REVOLVER,AA,Adult Arrest,110,,,,3900    COCO                         AV,,34.0155,-118.3497
110514093,7/15/2011 0:00,7/15/2011 0:00,2255,5,Harbor,563,1,110,CRIMINAL HOMICIDE,0411 1309 1402,35,M,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,600 W  11TH                         ST,,33.7342,-118.2902
110520452,11/20/2011 0:00,11/20/2011 0:00,1450,5,Harbor,532,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1259,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,,,,1000    RONAN                        AV,,33.7824,-118.2719
111227831,12/1/2011 0:00,12/1/2011 0:00,910,12,77th Street,1208,1,110,CRIMINAL HOMICIDE,408,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,4700 S  HOOVER                       ST,,34.0006,-118.2871
111305336,1/21/2011 0:00,1/21/2011 0:00,2130,13,Newton,1361,1,110,CRIMINAL HOMICIDE,0430 1100 1402 1407,26,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AO,Adult Other,110,998,,,100 W  52ND                         ST,,33.9956,-118.274
110318529,8/12/2011 0:00,8/12/2011 0:00,445,3,Southwest,354,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1402 1310,59,M,B,101,STREET,106,UNKNOWN FIREARM,AA,Adult Arrest,110,,,,2700    EXPOSITION                   PL,,34.0199,-118.3249
110408603,4/20/2011 0:00,4/19/2011 0:00,1225,4,Hollenbeck,439,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1240 1270 1300 1414 1407 1402,30,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,5400    VALLEY                       BL,,34.0743,-118.1658
110509287,4/13/2011 0:00,4/13/2011 0:00,2130,5,Harbor,528,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1270 1313,30,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,1000 E  L                            ST,,33.7874,-118.2507
110312657,5/16/2011 0:00,5/16/2011 0:00,1705,3,Southwest,334,1,110,CRIMINAL HOMICIDE,0302 0344 0430 0906 1100,29,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,3400    CRENSHAW                     BL,,34.0256,-118.3351
111208755,3/10/2011 0:00,3/10/2011 0:00,1655,12,77th Street,1258,1,110,CRIMINAL HOMICIDE,0430 0906 1822,18,M,B,124,BUS STOP,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,7300 S  MAIN                         ST,,33.9737,-118.2739
111319822,8/26/2011 0:00,8/26/2011 0:00,2000,13,Newton,1321,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1309 1407,29,M,H,101,STREET,101,REVOLVER,AA,Adult Arrest,110,998,,,25TH                         ST,MAIN,34.0263,-118.2691
111418603,6/22/2011 0:00,6/22/2011 0:00,1605,14,Pacific,1416,1,110,CRIMINAL HOMICIDE,0371 0430 0906 1270 1501,18,M,H,117,BEACH,102,HAND GUN,AA,Adult Arrest,110,,,,LAKE                         ST,PENMAR                       ST,34.0047,-118.4587
111800564,1/17/2011 0:00,1/16/2011 0:00,2330,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,0411 0906 1814 2000,29,M,B,501,SINGLE FAMILY DWELLING,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,110,,,,800 E  97TH                         ST,,33.9484,-118.2608
111322016,9/30/2011 0:00,9/30/2011 0:00,1520,13,Newton,1323,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1407,18,M,H,108,PARKING LOT,101,REVOLVER,AA,Adult Arrest,110,998,,,800 E  ADAMS                        BL,,34.0207,-118.2594
101524721,8/23/2011 0:00,8/23/2011 0:00,1300,15,N Hollywood,1526,1,110,CRIMINAL HOMICIDE,0561 1202 1701,94,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,6000    FARMDALE                     AV,,34.1794,-118.3812
110624362,10/9/2011 0:00,10/9/2011 0:00,420,6,Hollywood,636,1,110,CRIMINAL HOMICIDE,0302 0305 0334 0430 0906 1100 1309 1402,19,M,H,101,STREET,101,REVOLVER,AA,Adult Arrest,110,998,,,6700    HOLLYWOOD                    BL,,34.1016,-118.3361
111805534,1/27/2011 0:00,1/27/2011 0:00,245,18,Southeast,1821,1,110,CRIMINAL HOMICIDE,411,45,F,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,,,,500 W  CENTURY                      BL,,33.9456,-118.2826
110801198,8/20/2011 0:00,8/20/2011 0:00,2250,8,West LA,899,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402 1407,36,M,H,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,3100 S  HALM                         AV,,34.0335,-118.3846
111815848,7/28/2011 0:00,7/27/2011 0:00,1,18,Southeast,1832,1,110,CRIMINAL HOMICIDE,0342 0430 0906 1100 1402 1419 1407,18,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,200 E  107TH                        ST,,33.9393,-118.2717
